X_COORD	Y_COORD
142.591629	-10.77950287
142.5735626	-10.82426262
142.5766144	-10.8354435
142.723114	-10.82125187
142.6962891	-10.88979912
142.6246491	-10.72395611
142.7622376	-10.82104492
142.9288025	-10.80788326
142.9836273	-10.79982185
142.6933594	-10.88696003
142.5796051	-10.79875946
142.7727051	-10.90133476
142.6318359	-10.92067909
143.4964447	-11.91147614
143.0896149	-10.77538872
142.5587311	-10.71000767
142.5970459	-10.70428848
142.5978699	-10.70888901
143.953125	-10.68521976
142.5929718	-10.71530914
142.6178436	-10.72830391
142.6233063	-10.7466259
142.60495	-10.73894119
142.6298218	-10.71882725
142.673172	-10.70076275
142.6854401	-10.71178818
142.6918335	-10.71665955
142.7861023	-10.68252754
143.8238068	-10.82510948
142.5526733	-10.83199787
142.6144104	-10.75758648
143.800766	-10.80318642
144.0065918	-10.80548668
143.9960632	-10.82373524
143.7580566	-10.84616756
144.0144959	-10.84487152
143.9845123	-10.86612701
143.3367767	-10.73468304
143.9796143	-10.72316742
145.4583588	-16.20626259
142.7059326	-10.93688488
142.7061615	-10.94753647
142.7663879	-10.99002266
143.2521515	-10.68365002
143.4337463	-10.69710159
143.4663239	-10.69664955
143.1903229	-10.73180485
143.0937347	-10.75188351
143.3717804	-10.75227928
143.324295	-10.75677586
143.4120483	-10.77616978
143.3534088	-10.80583096
143.298172	-10.83911419
143.5209961	-10.69328785
143.3356781	-10.83780289
143.4595795	-10.94054508
143.4037781	-10.84895229
143.2389526	-10.85297012
143.2401581	-10.89503193
143.9647827	-10.73436737
142.8654785	-11.37253571
143.2100067	-10.89760017
143.1778107	-10.90662861
143.2897644	-10.90393257
143.9733429	-10.7404232
143.3828735	-10.90547371
143.3140717	-10.91513443
143.6908569	-10.78934574
143.2959137	-10.93176079
143.2182922	-10.93246841
143.2423401	-10.9469099
143.7166138	-10.77029133
143.8437653	-10.76665306
145.4763184	-16.24609375
143.1570892	-10.9502964
143.1301422	-10.95202541
143.3598328	-10.93915176
143.5106812	-10.90591812
143.3997345	-10.96371174
143.4256134	-10.9675951
143.1255188	-10.98665619
143.9587402	-10.72497368
143.9644928	-10.68788147
143.7870483	-10.70289612
143.9637756	-10.70974445
143.9823456	-10.75539112
143.6065064	-10.74197769
143.7442932	-10.74233627
143.5057221	-10.76967049
143.9754791	-10.77815247
143.9852905	-10.78567314
143.9897919	-10.79434872
144.0089111	-10.83007717
142.565918	-10.72224331
142.5771332	-10.72992325
144.0145264	-10.95084667
143.5114441	-10.94451904
143.998764	-10.83556843
142.6044464	-10.75718403
143.3795319	-10.84018993
143.446228	-10.89760876
143.5537567	-10.93063068
142.7390289	-10.81070328
142.7459564	-10.99333572
143.6293793	-10.97612762
143.7125397	-10.94218445
143.7671814	-11.01291656
143.7783661	-10.98402596
143.9559937	-10.74168205
144.0019226	-10.93507957
144.0340271	-10.91252613
143.9921265	-10.86003113
143.6588135	-10.85639668
143.7111816	-10.85936832
143.7934113	-10.86957836
144.0152435	-10.96391392
144.035202	-10.9968214
143.4700165	-10.80509758
144.0321503	-10.96593094
143.5865784	-10.8515749
143.4672394	-10.88192558
144.0140991	-10.88740253
143.5523682	-10.89570427
144.0180969	-10.92669582
143.5727692	-10.91156006
144.0181427	-10.98606586
144.0129089	-11.00776577
144.013092	-11.01794815
143.9950409	-11.01778316
143.3648987	-10.99041271
143.2948914	-10.98697853
143.5341187	-10.91361904
143.663208	-10.90422535
143.7573395	-10.89969254
143.0996399	-11.17448425
142.8783417	-11.78083801
142.9927368	-11.00683498
142.7554627	-11.02495193
142.7832489	-11.0704155
142.8113251	-11.18551826
142.8123169	-11.19433308
142.8240051	-11.23168468
142.818985	-11.24888897
142.8725128	-11.2572403
142.9289398	-11.24986839
142.8287201	-11.29018688
142.8309326	-11.29393196
142.9653778	-11.3848238
142.9353027	-11.43494606
142.8412018	-11.42433834
143.3795166	-11.03877735
143.3709564	-11.05878925
143.242691	-11.02305126
143.3335266	-11.02789688
143.3564301	-11.0323143
143.4737396	-11.02850151
143.4676361	-11.04762936
143.4022369	-11.07457256
143.319809	-11.07910061
143.0908356	-11.06997013
143.0284576	-11.11662197
143.0005646	-11.12924671
143.4940643	-11.10666275
143.2529144	-11.12877846
143.4412689	-11.1438036
143.2229157	-11.1421051
142.8562775	-11.79974651
143.4215088	-11.1607399
143.3933106	-11.184021
143.393692	-11.20446301
143.9807892	-11.30926514
143.3354645	-11.36095428
143.0353394	-11.38516045
143.8581238	-11.48993874
143.1606445	-11.37728596
143.0731659	-11.37047768
143.0701447	-11.38962555
142.9365387	-11.79674053
143.1651764	-11.43404198
142.9001617	-11.80533791
142.8960266	-11.82666588
143.042038	-11.45389843
143.030838	-11.18211842
143.2688294	-11.95176506
143.1975708	-11.18444061
143.3180695	-11.21540451
143.0007172	-11.2432394
143.2571411	-11.24144936
143.126297	-11.31913948
143.1496887	-11.27138233
143.034195	-11.28863144
143.0461884	-11.28736115
143.2710724	-11.96063519
143.1962738	-11.29498386
143.2812958	-11.29741383
143.485199	-11.27064514
143.1277771	-11.34162426
143.9954834	-11.28264427
144.0057831	-11.28243065
143.9963226	-11.29488564
143.9792328	-11.29531193
143.5427704	-11.25432873
143.4012299	-11.50461769
143.378006	-11.46033001
143.2701111	-11.46175861
143.2649841	-11.80193138
143.0092926	-11.80706882
143.3099213	-11.39694595
144.0173187	-11.03934193
143.438858	-11.4305315
143.1247101	-11.46813583
143.3633118	-11.82064915
143.156723	-11.4719553
143.0751495	-11.48204327
143.4991913	-10.97768879
143.0406494	-11.48878002
143.0287628	-11.4979887
144.0223846	-11.04900837
143.589386	-11.01596832
143.6618042	-11.09492207
143.7982025	-11.31483746
143.584259	-11.15118408
143.6946564	-11.15713024
143.6751404	-11.25258923
143.8192139	-11.25566387
143.53479	-11.14823914
143.588913	-11.20730495
143.7147827	-11.19242096
143.6365509	-11.47353363
143.707489	-11.46648026
143.9284363	-11.47588158
144.0179291	-11.47539711
143.9009399	-11.47789001
143.9241638	-11.49207115
143.9456177	-11.48265171
143.5380859	-11.49915504
143.9979401	-11.0306673
144.0335541	-11.05487251
144.0407105	-11.06919193
144.0584412	-11.14598274
144.0440064	-11.10342503
144.0333099	-11.13163185
144.0257568	-11.14067173
143.9624176	-11.32235336
143.9817963	-11.32816887
143.5056763	-11.30826569
143.6725464	-11.30496693
143.9565888	-11.34822178
143.9520111	-11.3558569
143.9640503	-11.36100101
143.9765778	-11.36436653
143.9517059	-11.36373138
143.9444122	-11.37235832
143.9590454	-11.37150669
143.9599762	-11.38324833
143.9783783	-11.39129829
143.9584961	-11.39221954
143.5897522	-11.33642387
143.9741516	-11.42740726
143.9636841	-11.4024229
143.7689819	-11.40065575
143.9649353	-11.41164684
143.9695587	-11.41603661
143.9750519	-11.42115688
143.7154999	-11.37110806
143.7676849	-11.42281246
143.7689209	-11.45784378
143.5119629	-11.46584606
143.9677277	-11.46307278
143.5163727	-11.55274868
143.5422821	-11.42419815
144.0240936	-11.2616024
143.2318726	-11.58026981
144.0600281	-11.18517208
144.0436249	-11.19242764
144.0466309	-11.20068359
144.0509949	-11.20973969
144.0562134	-11.21752453
144.026413	-11.27613068
144.0656586	-11.26131248
144.0125122	-11.26356697
144.0183258	-11.26926422
144.0342255	-11.27928543
144.0441132	-11.27628613
142.898346	-11.59038353
142.8569183	-11.62756252
144.0382385	-11.42467117
144.069931	-11.49401855
142.8727417	-11.51218605
142.84375	-11.56365871
142.9396973	-11.59758282
142.9074554	-11.65137577
142.9863892	-11.73176193
142.9733582	-11.75949955
142.8959503	-11.76236153
142.9156494	-11.76965237
142.9364319	-11.77186203
142.9554443	-11.77073002
142.8756409	-11.84887314
142.9387207	-11.84314537
142.9935913	-11.86193657
142.9125671	-11.87988281
142.970398	-11.88442802
143.651062	-13.45235825
143.0818176	-11.51834106
143.1779022	-11.53164673
143.0166626	-11.55002689
143.2677307	-11.96995258
143.0856171	-11.78908348
143.285553	-11.86389256
143.2970734	-11.87399673
143.1073456	-11.89486122
143.1291046	-11.9063139
143.1785278	-11.59020042
143.4235992	-11.58607197
143.0104523	-11.59418392
143.2908173	-11.60404396
143.2433014	-11.75084782
143.8650055	-11.80861473
143.3714142	-11.93292141
143.5205841	-11.62067795
143.8695068	-11.79114723
143.4336243	-11.6906004
146.1389618	-17.96398163
143.1927795	-11.7113266
143.2484436	-11.73574638
143.8643189	-11.80082989
143.0887604	-11.77057457
143.8948364	-11.76935005
143.8694	-11.7812767
143.969101	-11.80197906
143.2075348	-11.92708302
143.2420044	-11.94246387
143.4171753	-11.94813156
143.2860107	-11.96976376
143.2547302	-11.97135067
143.2340393	-11.95914268
143.2443237	-11.97168732
143.2198029	-11.98335934
143.2411804	-11.99827003
143.9623108	-11.51206398
143.2700501	-11.98371029
143.2565308	-11.98383236
143.2680817	-11.99476337
143.2672577	-11.99822807
143.2475433	-11.99023438
143.8693695	-11.51364994
143.6422119	-11.51258564
143.8668366	-11.53081703
143.8783112	-11.52675152
145.6556397	-15.51785564
143.855957	-11.53986168
143.8650208	-11.55042171
143.9121094	-11.53071117
143.9821167	-11.51644135
143.9016113	-11.54532814
143.8617859	-11.55881405
143.8648377	-11.56421375
143.8824463	-11.5559597
143.8687439	-11.56971645
143.8751373	-11.57206917
143.7158661	-11.56678677
143.8553162	-11.59234333
143.5157318	-11.60236835
143.6845093	-11.62327385
143.8795929	-11.63012218
143.5775757	-11.65946579
143.7542267	-11.30615902
143.7738495	-11.80761051
143.549881	-11.68962383
143.9140625	-11.63738728
143.9017487	-11.66510677
143.9024963	-11.69908905
143.8954163	-11.72762108
143.5050507	-11.76433372
145.4573364	-16.02869225
144.0443573	-11.59504986
144.0207672	-11.53217125
143.2473602	-11.96459198
144.0183411	-11.68136787
144.0703278	-11.77790546
143.1115265	-11.50704288
143.1139832	-11.32721424
143.330368	-11.620368
143.8902435	-12.24686527
143.9976349	-11.78417778
143.9729767	-11.70529938
143.3535004	-11.48830605
143.3696899	-11.55218506
143.4120178	-11.44952869
143.4427338	-11.17924309
143.459259	-11.10819817
143.4777527	-11.49835205
143.6511231	-11.62567711
143.7503357	-11.48752403
143.8982544	-12.28798294
143.6593781	-11.42841721
143.6855316	-11.55967712
143.7056427	-11.55703545
143.7241669	-11.79611969
143.7454834	-11.80560303
143.8560486	-11.82583523
143.8427429	-11.84426117
143.8246613	-11.88319683
143.8238831	-11.85441113
143.8294678	-11.86002541
143.8382263	-11.87015057
143.5901794	-11.85692501
143.8339081	-11.89749241
143.6766357	-11.82536602
143.1326447	-12.23193836
143.8530273	-11.92699146
143.8680878	-11.95340919
143.9883881	-11.94892406
143.7771912	-11.50680161
143.7774658	-11.81314087
143.7821808	-11.81055164
143.8841095	-11.97967243
143.9046021	-11.99356556
143.3746796	-12.14226151
143.1085053	-12.19167805
143.2863007	-12.23149204
143.2064056	-12.24257278
143.7848816	-11.82562923
143.8013763	-11.4184618
143.8050995	-11.3738451
143.8102417	-11.19155407
143.8257599	-11.84532642
143.8347778	-11.91727066
143.8501129	-11.52565765
143.8550263	-11.28789425
143.8744659	-11.73007488
143.8762512	-11.18171787
143.8847809	-11.70553684
143.8873444	-11.73625851
143.8897705	-11.75453568
143.8898163	-11.63206291
143.8909302	-11.52201843
143.89357	-11.63201046
143.8952637	-11.57481194
143.896286	-11.59813881
143.9038696	-11.59711838
143.9636688	-11.57501984
143.9820252	-11.3779211
143.9833832	-11.47064018
143.9882965	-11.32894707
143.988739	-11.34938812
143.9906769	-11.37061596
143.9914551	-11.35557175
143.9959259	-11.32307911
143.9980469	-11.34479809
144.0017853	-11.32290173
144.0041351	-11.33131409
144.0051422	-11.25225353
144.0054932	-11.12182331
144.0102997	-11.32775974
144.0103912	-11.34258556
144.0132446	-11.76182079
144.0135651	-11.31029129
144.0153198	-11.25672531
144.0156555	-11.30299282
144.0163574	-11.3319273
144.0176086	-11.28602219
144.0194702	-11.3102417
143.6924133	-11.00459862
143.7099762	-11.01724529
144.0220032	-11.77238941
144.0270996	-11.7682209
144.0436096	-11.29255295
144.0527191	-11.27426243
144.0634308	-11.09085655
143.2620697	-11.05757904
143.5395966	-11.0134201
143.6689758	-11.04191494
143.6851654	-11.03679371
143.7519531	-11.0630846
143.7989349	-11.05340862
143.8092499	-11.07327938
144.0606842	-11.07956886
143.2943573	-12.0694294
142.8337555	-11.48412514
143.3006287	-12.02940845
143.477356	-12.10138035
143.3516235	-12.11358452
143.4468079	-12.15334797
143.587616	-12.18626881
143.2764282	-12.13950443
143.2646332	-12.09915161
143.2185211	-12.12665844
143.910614	-11.99639893
143.6791687	-12.11102962
143.5458527	-12.37409687
143.9075165	-11.9950552
143.923111	-12.00428104
143.9555512	-12.02207088
143.8479767	-12.03384209
143.6420898	-13.15210152
143.8718567	-12.03843594
143.8965759	-12.04671574
143.8326263	-12.04166603
143.9645996	-12.065135
143.909195	-12.05406475
143.9329224	-12.05772018
143.8175507	-12.0514822
143.8113861	-12.07230663
143.5490418	-12.05761147
143.8037109	-12.09514523
143.8079834	-12.12002373
143.8108673	-12.14468956
143.2382965	-12.25040245
143.2421265	-12.35507584
143.2749786	-12.24727631
143.2997589	-12.27168751
143.1256714	-12.28651428
143.5296021	-12.55867386
143.4333649	-12.31373787
143.2158356	-12.36351585
143.4089508	-12.29255772
143.5131989	-12.24527168
143.1828766	-12.30539131
143.1972351	-12.3118763
143.4817658	-12.38488674
143.2840271	-12.43306541
143.3610077	-12.43950653
143.4986115	-12.4230938
143.4760895	-12.473526
143.8191986	-12.22263622
143.7855225	-12.57677174
143.7944946	-12.58212376
143.8663178	-12.58349609
143.7142181	-12.61429596
143.8742218	-12.24046326
146.4843903	-16.96920013
143.8107758	-12.59930325
143.7845001	-12.17187595
143.7896729	-12.15825176
143.8995819	-12.24290276
143.8051605	-12.17167664
143.7907867	-12.19427586
143.7805939	-12.19409657
143.8102722	-12.20488834
143.8219452	-12.2100687
143.7943115	-12.20841408
143.8529663	-12.22222042
143.8499298	-12.22099686
143.6430664	-12.31495285
143.8270416	-12.34038258
143.7912293	-12.3640871
143.766449	-12.41186237
143.6333923	-12.40263271
143.5679627	-12.42260838
143.6105194	-12.3814621
143.6321411	-12.41675472
143.8463745	-12.41513443
143.3955841	-12.71177101
143.7570648	-12.38443565
143.7471161	-12.41181946
143.7512817	-12.43705273
143.7627258	-12.4656105
143.7587128	-12.483531
143.4222717	-12.66237068
143.7713776	-12.48882198
143.3901215	-12.51870823
143.2904511	-12.5129776
143.3225861	-12.55555058
143.3900604	-12.58631897
143.434906	-12.6125288
143.4467316	-12.62329578
143.4180603	-12.64875221
143.3978882	-12.75452995
143.4817658	-12.75479412
143.466217	-12.77821445
143.5383606	-12.92708874
143.3688507	-12.77748299
143.4127655	-12.77997589
143.4869995	-12.78309822
143.770874	-12.51905155
143.6048889	-12.52017689
143.7937164	-12.53452587
143.7782898	-12.56860256
143.6458283	-12.84803772
143.7939301	-12.86832905
143.5982819	-12.87885857
143.5500183	-12.88636208
143.6536102	-12.92910957
143.81987	-12.89378929
143.6000214	-12.88673019
143.8240509	-12.93371105
143.8166351	-12.9485178
143.5475006	-12.94077492
143.7684631	-12.9338789
143.5172577	-12.92143154
143.828598	-12.96533298
143.5509796	-12.96508121
143.6926575	-12.95187187
143.8293457	-12.98416328
143.8105164	-12.70535374
143.5492554	-12.58115005
143.8124237	-12.61740971
143.8357086	-12.63453674
143.563446	-12.63278866
143.8079071	-12.72177219
143.6544342	-12.97354221
143.8444061	-12.68454933
143.8135834	-12.69575787
143.8225098	-12.69107914
143.6197968	-12.69607735
143.7923431	-12.74603176
143.6130219	-12.76817226
143.8024597	-12.79762459
143.813385	-12.75754356
143.7684174	-12.50892353
143.8355713	-12.83273792
143.6153259	-12.81010723
143.546051	-12.81497765
143.9464417	-13.27411175
143.6935577	-13.27611446
143.6183929	-13.51718235
143.7446747	-12.83938408
143.723938	-12.99467945
143.8071594	-12.16355133
145.7782745	-15.57324219
143.934845	-13.25001907
143.6907044	-13.25749207
143.8496399	-12.9975729
143.5341034	-12.98553848
143.6144867	-12.98971653
143.6884308	-12.99503136
143.8870697	-12.03110409
143.8971863	-12.03328896
143.9257355	-12.06112289
143.93013	-12.04652214
143.7915497	-13.02382946
143.8589172	-13.02247143
143.5707092	-13.21789646
143.5398712	-13.0296793
143.8717194	-13.03850269
143.8190002	-13.06639957
143.508316	-13.11062717
143.626236	-13.04178429
143.5135193	-13.03212833
143.8795166	-13.06145287
143.8824921	-13.06604958
143.5563049	-13.06491184
143.5241394	-13.07648087
143.9161072	-13.07932472
143.9216156	-13.08295822
143.9381867	-13.07644463
143.9290009	-13.07925606
143.9343414	-13.07928085
143.6971741	-13.07054424
143.8979187	-13.0757618
143.5581055	-13.10892296
143.7236633	-13.10724926
143.6578674	-13.11120987
143.6157837	-13.15098572
143.6608429	-13.16221333
143.7619782	-13.16965389
143.9591065	-13.15960598
143.5224304	-13.17112064
143.550766	-13.1765604
143.5739136	-13.18373013
143.6945343	-13.20453548
143.8100739	-13.1864481
143.8764954	-13.19607353
146.4837341	-17.22857094
146.7663269	-18.11701775
146.8385468	-18.00399208
146.7850647	-18.03201485
146.5588684	-18.05222702
146.4548035	-17.45402145
146.4629517	-17.44804764
145.6871643	-16.12334633
145.7754211	-16.11724091
145.6453247	-16.17426491
145.6371155	-16.18397331
145.6934204	-16.19220161
145.7915497	-16.21309662
146.2129669	-16.87431526
146.3888702	-16.87688828
145.9902802	-16.46511841
146.2485657	-16.9116478
146.2067261	-16.93803215
146.4448395	-16.94465446
146.4416962	-17.28788376
146.4657288	-17.27497292
145.5531464	-16.55483627
146.3595581	-17.30199242
145.5301666	-16.56002045
146.0460968	-16.40460777
145.5934143	-15.56106091
146.3850861	-17.39389038
146.4788818	-17.44583511
146.7866516	-18.08373451
146.7481995	-18.1065979
146.4603424	-17.42903519
145.8896637	-16.22089005
145.7925568	-16.3209343
145.7649078	-16.35203362
145.5644379	-16.38615227
146.448822	-16.97599411
146.4848328	-16.98526192
146.1359711	-17.97660637
145.5319519	-16.59369659
145.472168	-16.08251381
145.4704132	-16.08415604
146.4571686	-17.47678375
146.9667358	-18.13350868
146.726471	-18.22864151
146.8980713	-18.26096916
145.4688721	-16.08757019
145.7674561	-16.41407585
145.9967499	-16.42810822
145.6873016	-16.44052315
145.4231873	-16.35323715
146.3911285	-17.48226547
146.493454	-17.10015869
146.5705872	-17.1390152
145.439621	-15.73865223
146.7446442	-18.32501411
146.8318176	-18.35411644
146.762619	-18.38663483
146.7061615	-18.4081955
146.9900665	-18.43645859
146.9930573	-18.46914101
146.0661621	-16.43915176
146.1012726	-16.49350739
145.5234375	-16.51718712
145.5365448	-16.5225029
145.4973755	-16.53168678
145.5072479	-16.55913925
145.8624573	-16.54697227
145.5317535	-16.60761452
145.5390015	-16.61586761
145.5845032	-16.68771362
145.6069489	-16.6950264
145.6289978	-16.7054882
145.6935883	-16.77615166
145.9154663	-16.86530304
146.5345612	-17.3541832
146.3772278	-17.5328598
145.6391602	-15.31890678
146.5509644	-17.42048264
146.5092163	-17.44282341
146.517746	-17.52473259
145.3673096	-15.77482986
145.3604279	-15.78462887
145.3569946	-15.79674625
145.395401	-15.70949268
145.9327698	-16.63996506
145.9485016	-16.61779404
145.9728241	-16.64641571
145.9928436	-16.65520287
145.5710144	-16.6575222
145.5813751	-16.65455818
146.1690674	-17.67407036
145.9169312	-16.86454391
145.9185181	-16.86402893
145.9255981	-16.86551666
145.9214935	-16.86506271
146.4572144	-17.60943413
146.1439819	-17.64087868
146.1581421	-17.65419388
145.45784	-15.73295879
145.4004822	-15.94005394
145.3682556	-15.91904354
145.9369507	-16.67423248
145.684021	-16.72931671
146.2168579	-16.95290756
145.9301148	-16.8683548
145.9322357	-16.87058449
145.9339294	-16.87251663
145.9347229	-16.87400627
145.7678375	-15.59501457
146.4712982	-17.65380287
146.1766357	-17.67463112
146.1690369	-17.66718864
146.3936005	-17.72225189
145.3946075	-15.91630745
145.4363251	-15.99325752
145.6179962	-15.50250721
145.5341797	-15.51265526
145.5461273	-15.50568676
145.570221	-15.51049137
145.7790985	-15.51498699
145.7811432	-15.52941322
145.6408844	-15.5353241
146.0996857	-17.96943283
145.687851	-16.73412514
146.2110291	-16.99845695
145.8050842	-15.60583305
145.936142	-16.87537575
145.9433746	-16.88157845
146.4351044	-17.77425957
145.9393005	-16.8783989
145.9512024	-16.89015961
146.1065979	-17.72477722
146.1536255	-17.7495575
146.1231842	-17.77316666
146.1046448	-17.81072426
146.102829	-17.83411789
145.7962036	-15.55718899
145.7809906	-15.53843307
145.6495056	-15.55839443
145.5321808	-15.55632114
145.9485931	-16.9084053
145.9986572	-16.76707268
145.9935608	-16.92498398
145.8944702	-16.88667107
145.9545288	-16.89111137
145.9080658	-16.97270775
143.5391846	-13.28244972
145.9559937	-16.89401436
145.9339905	-16.93640327
145.9259949	-16.95465088
146.4835968	-17.84960938
146.1168213	-17.85595131
146.1511383	-17.95157051
145.5150757	-15.60728073
145.6263275	-15.60594273
145.7150574	-15.64757061
145.8079987	-15.64650345
146.2049408	-16.99837875
145.8947296	-16.88350105
145.9562683	-16.89982986
146.0753937	-16.60452271
145.8998261	-16.99464607
146.5782623	-17.58052826
146.7154236	-17.66964531
146.5444031	-17.69752693
146.5545044	-17.72473907
146.5720978	-17.69412804
145.508667	-15.67227173
145.8003693	-15.71876621
145.7807922	-15.74977016
145.8194428	-15.82970524
145.5818024	-15.77656364
145.8032379	-15.78924942
145.7751617	-15.81139946
145.772995	-15.82229519
146.1950684	-16.95053864
145.9847107	-16.93302727
145.9828644	-16.93463326
145.9862213	-16.93177223
145.9874725	-16.93165779
145.9885254	-16.9413929
146.5424194	-17.75642776
146.1849976	-17.07360649
146.5019836	-17.73851967
146.5084381	-17.75042915
146.6505585	-17.77948189
146.5168915	-17.79090881
145.5744324	-15.87277699
145.7962952	-15.87716198
145.6472931	-15.33087254
145.6568298	-15.90518665
145.8207855	-15.94987965
146.0016632	-16.93380928
146.0057831	-16.92298126
146.1663361	-18.02551842
146.4105225	-17.09885216
146.3446655	-17.09428787
146.4213104	-17.12123299
146.4685822	-17.12631226
146.5495148	-17.83285522
146.1763153	-18.0398407
146.727066	-17.87638283
145.6651001	-15.97551823
146.200058	-18.03983498
146.5863495	-17.88853264
146.6003571	-17.96941948
145.6928253	-15.4465971
145.8322144	-15.98979378
145.8509369	-16.01783371
145.8673706	-16.05204773
145.8352509	-16.03521538
145.8583984	-16.03013229
146.0081329	-16.51843643
145.9019318	-16.98165321
146.4846191	-17.14941597
146.7947235	-17.94563866
146.768631	-17.99490929
146.1569214	-17.77334404
146.821579	-17.89406776
145.4996491	-16.29825974
146.6814423	-17.56633949
145.8980255	-17.00157928
145.8995209	-17.00465012
145.4689941	-16.07123756
145.4644013	-16.10403824
145.4458618	-16.1672802
146.1639862	-16.60890007
145.4857636	-16.2443924
146.1295776	-16.52711296
146.0014038	-16.56760979
146.2908936	-17.1848011
145.4256897	-16.3622303
146.3685761	-17.19708824
146.0771484	-17.20950317
146.0189819	-16.5817585
145.9000855	-17.0079689
146.1519013	-18.00790215
145.4267883	-16.40287781
146.2522736	-16.68704605
146.2746277	-16.72874832
